,enrollee_id,relevent_experience,experience,last_new_job,target
17455,6595,Has relevent experience,6,3,0
17456,28150,No relevent experience,15,3,0
17457,27609,Has relevent experience,5,1,0
17458,16757,Has relevent experience,20,1,1
17459,5586,No relevent experience,3,0,1
17460,33219,No relevent experience,6,2,0
17461,22129,Has relevent experience,10,5,0
17462,17276,Has relevent experience,9,0,0
17463,9409,Has relevent experience,4,3,0
17464,31945,Has relevent experience,19,5,0
17465,11427,No relevent experience,5,1,0
17466,22192,Has relevent experience,10,1,1
17467,3344,Has relevent experience,4,1,0
17468,16491,Has relevent experience,20,5,0
17469,31244,Has relevent experience,6,4,1
17470,26737,No relevent experience,20,5,0
17471,6404,Has relevent experience,17,5,0
17472,7598,Has relevent experience,9,2,0
17473,16192,Has relevent experience,15,5,0
17474,31342,Has relevent experience,10,2,0
17475,24279,Has relevent experience,3,1,0
17476,27979,Has relevent experience,20,2,0
17477,4227,Has relevent experience,15,2,0
17478,17231,Has relevent experience,20,1,0
17479,20047,Has relevent experience,6,1,0
17480,4913,Has relevent experience,9,1,1
17481,24144,Has relevent experience,3,5,0
17482,19953,No relevent experience,8,4,0
17483,4204,Has relevent experience,11,1,0
17485,3834,Has relevent experience,20,3,0
17486,31583,Has relevent experience,20,5,0
17487,26282,Has relevent experience,6,2,0
17488,18398,Has relevent experience,10,1,1
17489,12577,No relevent experience,20,5,0
17490,24236,No relevent experience,1,1,1
17491,19425,Has relevent experience,8,2,0
17492,12376,Has relevent experience,5,3,0
17493,958,Has relevent experience,4,1,0
17494,20445,Has relevent experience,6,1,0
17495,26033,No relevent experience,3,0,0
17496,24425,No relevent experience,1,0,0
17497,15229,Has relevent experience,20,4,0
17498,3035,Has relevent experience,15,5,1
17499,11615,No relevent experience,0,0,0
17500,21589,No relevent experience,3,1,0
17501,11581,Has relevent experience,20,1,0
17502,14330,No relevent experience,5,0,0
17503,4329,No relevent experience,20,5,1
17504,8986,Has relevent experience,3,0,1
17505,10760,No relevent experience,3,1,0
17506,22804,Has relevent experience,7,1,1
17507,17715,Has relevent experience,17,1,0
17508,15533,Has relevent experience,20,5,1
17509,28625,Has relevent experience,11,2,1
17510,31908,Has relevent experience,4,1,1
17511,7588,Has relevent experience,14,1,0
17512,23822,Has relevent experience,0,5,0
17514,4817,No relevent experience,2,1,1
17515,22977,Has relevent experience,18,1,0
17516,8269,Has relevent experience,2,2,1
17518,24321,Has relevent experience,7,1,0
17519,23411,No relevent experience,2,0,0
17521,12604,Has relevent experience,3,1,1
17522,18215,Has relevent experience,20,2,0
17523,8457,No relevent experience,5,0,0
17524,15074,Has relevent experience,6,1,0
17525,18716,Has relevent experience,10,1,0
17526,11702,Has relevent experience,3,2,1
17527,5526,No relevent experience,2,0,0
17528,25647,No relevent experience,7,1,1
17529,2438,No relevent experience,7,1,0
17530,13646,Has relevent experience,3,1,0
17531,32036,No relevent experience,20,1,1
17532,13207,No relevent experience,2,2,1
17533,8437,Has relevent experience,4,1,0
17534,28451,Has relevent experience,1,0,0
17535,8115,No relevent experience,2,1,0
17536,19559,No relevent experience,5,5,1
17537,4215,Has relevent experience,9,1,0
17538,25521,Has relevent experience,10,5,0
17539,1638,No relevent experience,10,1,0
17540,32183,Has relevent experience,5,1,0
17541,20796,Has relevent experience,20,5,0
17542,8297,Has relevent experience,14,4,0
17543,16297,Has relevent experience,20,1,1
17544,29594,Has relevent experience,18,5,0
17545,14206,Has relevent experience,13,1,0
17546,13650,Has relevent experience,5,1,0
17547,21896,No relevent experience,1,1,0
17548,27700,Has relevent experience,20,5,0
17550,8370,No relevent experience,5,1,1
17551,12351,Has relevent experience,4,1,1
17552,30541,Has relevent experience,20,5,0
17553,19964,No relevent experience,3,0,0
17554,21162,Has relevent experience,3,5,0
17555,26382,Has relevent experience,20,5,0
17556,25545,No relevent experience,15,1,0
17557,15917,Has relevent experience,5,0,0
17558,7164,Has relevent experience,17,5,0
17559,28585,Has relevent experience,5,1,0
17560,887,Has relevent experience,6,0,0
17561,6408,Has relevent experience,20,1,0
17562,20003,Has relevent experience,5,1,0
17563,3751,Has relevent experience,19,5,0
17564,26051,Has relevent experience,19,1,0
17565,31159,Has relevent experience,8,1,1
17566,220,Has relevent experience,20,1,0
17568,16817,Has relevent experience,7,1,0
17569,14036,Has relevent experience,8,1,0
17570,4150,No relevent experience,4,1,0
17571,23771,Has relevent experience,4,1,0
17572,22560,No relevent experience,3,2,1
17573,19297,Has relevent experience,9,1,0
17574,21498,Has relevent experience,19,5,0
17575,28311,Has relevent experience,10,1,0
17576,31440,Has relevent experience,12,4,0
17577,10787,Has relevent experience,13,1,0
17578,22087,Has relevent experience,20,5,0
17579,28185,Has relevent experience,4,1,0
17580,6660,Has relevent experience,7,1,0
17581,12690,Has relevent experience,14,5,0
17582,10897,Has relevent experience,20,4,1
17583,2767,No relevent experience,15,1,0
17584,6399,Has relevent experience,8,3,0
17585,22942,Has relevent experience,11,5,0
17586,133,No relevent experience,5,0,0
17587,14307,Has relevent experience,2,1,0
17588,672,Has relevent experience,9,5,0
17589,20403,Has relevent experience,3,1,1
17590,7427,Has relevent experience,6,5,0
17591,25587,Has relevent experience,20,4,0
17592,11040,Has relevent experience,16,1,0
17593,16354,Has relevent experience,5,3,0
17594,300,Has relevent experience,20,1,0
17595,19124,Has relevent experience,20,5,0
17596,26810,No relevent experience,5,1,0
17597,12729,Has relevent experience,7,0,0
17598,16487,Has relevent experience,10,0,0
17599,22988,Has relevent experience,20,1,0
17600,7633,No relevent experience,2,2,0
17601,16541,Has relevent experience,0,3,1
17602,13683,Has relevent experience,5,2,0
17603,10872,No relevent experience,3,1,0
17604,21655,Has relevent experience,5,2,0
17605,14349,Has relevent experience,20,5,0
17606,14647,Has relevent experience,11,3,1
17607,19264,Has relevent experience,20,3,0
17608,28240,Has relevent experience,14,1,0
17610,3111,Has relevent experience,16,1,0
17611,26425,No relevent experience,4,0,0
17613,28362,Has relevent experience,19,5,0
17614,23040,Has relevent experience,20,1,0
17615,18516,No relevent experience,2,0,0
17616,10423,Has relevent experience,10,1,1
17617,24525,No relevent experience,2,0,1
17618,7147,Has relevent experience,15,1,0
17619,10005,Has relevent experience,14,5,1
17620,11619,No relevent experience,3,1,1
17621,16154,No relevent experience,2,0,1
17622,13396,Has relevent experience,19,1,1
17623,16962,No relevent experience,3,1,1
17624,31909,No relevent experience,10,1,0
17625,7151,Has relevent experience,14,2,0
17626,19006,Has relevent experience,10,1,0
17627,20067,Has relevent experience,20,1,0
17628,21759,Has relevent experience,20,5,0
17629,22476,Has relevent experience,4,1,0
17630,3102,Has relevent experience,18,1,0
17631,6018,Has relevent experience,11,1,0
17632,30303,Has relevent experience,10,1,0
17633,14190,No relevent experience,4,2,1
17635,7483,Has relevent experience,16,1,0
17636,29623,Has relevent experience,1,1,1
17637,17755,Has relevent experience,6,1,0
17638,7640,Has relevent experience,20,3,0
17639,27870,No relevent experience,4,0,1
17640,29042,No relevent experience,5,1,0
17641,22014,Has relevent experience,14,1,0
17642,3851,Has relevent experience,7,1,0
17643,9518,Has relevent experience,20,1,0
17644,17723,Has relevent experience,0,1,0
17645,4284,Has relevent experience,20,5,0
17646,16579,Has relevent experience,16,5,0
17647,12975,No relevent experience,5,0,0
17648,30057,No relevent experience,20,1,0
17650,15717,No relevent experience,3,1,0
17651,17380,No relevent experience,3,1,0
17652,17490,Has relevent experience,20,5,0
17653,22880,Has relevent experience,17,1,0
17654,31751,Has relevent experience,12,1,0
17655,27290,No relevent experience,16,5,0
17656,30553,No relevent experience,4,0,0
17657,16786,Has relevent experience,5,1,1
17658,19689,Has relevent experience,5,1,1
17659,10337,No relevent experience,16,2,0
17660,21076,Has relevent experience,16,5,0
17661,31434,Has relevent experience,20,5,0
17663,31815,Has relevent experience,8,2,0
17664,6455,No relevent experience,5,0,0
17665,21719,Has relevent experience,4,1,0
17666,7736,Has relevent experience,7,1,0
17667,7714,Has relevent experience,6,1,0
17668,24529,Has relevent experience,19,4,0
17669,27591,No relevent experience,10,3,0
17670,22653,Has relevent experience,12,1,0
17671,3227,No relevent experience,8,2,0
17672,24390,No relevent experience,3,1,0
17673,21014,Has relevent experience,3,1,0
17674,13905,Has relevent experience,9,5,0
17675,6978,Has relevent experience,5,3,0
17676,4009,No relevent experience,4,0,0
17677,25035,Has relevent experience,20,2,0
17678,18006,Has relevent experience,9,5,0
17679,6959,No relevent experience,9,1,0
17680,8883,Has relevent experience,14,4,0
17681,32831,No relevent experience,3,1,0
17682,999,Has relevent experience,10,2,0
17683,4925,Has relevent experience,9,0,0
17684,29693,Has relevent experience,9,5,0
17685,1774,Has relevent experience,9,4,1
17686,11312,Has relevent experience,9,1,0
17687,17387,Has relevent experience,9,1,0
17688,13116,Has relevent experience,9,1,0
17689,8099,Has relevent experience,7,4,0
17690,3863,Has relevent experience,3,2,0
17691,31569,Has relevent experience,20,1,0
17692,25229,Has relevent experience,20,3,0
17693,16857,No relevent experience,12,2,1
17694,28668,No relevent experience,10,1,1
17695,17693,Has relevent experience,8,2,0
17696,21061,No relevent experience,0,0,1
17697,14612,Has relevent experience,4,1,1
17698,3641,Has relevent experience,20,3,0
17699,28974,Has relevent experience,5,2,0
17700,5811,No relevent experience,7,2,0
17701,24256,No relevent experience,4,1,1
17702,27094,Has relevent experience,20,1,1
17704,32488,Has relevent experience,5,1,1
17705,9379,Has relevent experience,19,1,0
17706,12567,No relevent experience,5,5,1
17707,23208,No relevent experience,14,5,0
17708,30946,Has relevent experience,20,1,1
17709,14289,Has relevent experience,20,2,0
17710,19975,Has relevent experience,9,5,1
17711,17492,Has relevent experience,12,5,0
17712,29311,Has relevent experience,10,3,0
17713,25849,Has relevent experience,14,5,0
17714,10698,Has relevent experience,20,2,0
17715,9078,Has relevent experience,4,1,1
17716,30807,No relevent experience,7,0,0
17717,7762,Has relevent experience,10,3,1
17718,31814,Has relevent experience,20,5,0
17719,25170,Has relevent experience,1,1,1
17720,21452,No relevent experience,8,2,0
17721,31986,Has relevent experience,5,1,1
17722,9254,Has relevent experience,3,1,1
17723,13168,Has relevent experience,20,3,0
17724,17080,No relevent experience,3,1,0
17725,29187,Has relevent experience,7,2,0
17726,24857,Has relevent experience,20,5,0
17727,20857,No relevent experience,20,4,0
17728,11269,Has relevent experience,20,5,1
17729,10594,Has relevent experience,20,2,0
17730,32205,Has relevent experience,3,1,0
17731,582,No relevent experience,14,2,0
17732,11315,No relevent experience,4,4,1
17733,3322,Has relevent experience,10,1,0
17734,16608,No relevent experience,2,0,1
17735,12164,Has relevent experience,11,0,1
17736,14748,Has relevent experience,20,5,0
17737,5653,Has relevent experience,5,1,0
17738,17615,Has relevent experience,16,1,0
17739,18777,No relevent experience,11,5,0
17740,3802,Has relevent experience,20,1,0
17741,24100,No relevent experience,10,2,0
17742,29100,Has relevent experience,14,4,0
17743,19044,Has relevent experience,6,4,1
17744,29467,Has relevent experience,10,1,1
17745,27332,Has relevent experience,14,1,0
17746,1496,Has relevent experience,10,1,0
17747,25010,Has relevent experience,6,0,1
17748,28011,Has relevent experience,20,5,0
17749,25442,Has relevent experience,14,5,0
17750,15122,Has relevent experience,17,1,0
17751,8097,Has relevent experience,12,5,0
17752,29206,Has relevent experience,11,1,0
17753,2654,Has relevent experience,4,1,1
17754,29247,Has relevent experience,20,1,0
17755,6626,No relevent experience,20,2,0
17756,9026,Has relevent experience,6,2,0
17757,17943,Has relevent experience,13,2,0
17758,30029,Has relevent experience,20,5,0
17759,32051,Has relevent experience,11,5,0
17760,22659,No relevent experience,1,1,1
17761,31883,Has relevent experience,5,3,0
17762,22912,No relevent experience,2,0,0
17763,5348,No relevent experience,9,1,0
17764,11898,Has relevent experience,20,3,1
17765,640,Has relevent experience,20,5,0
17766,4407,No relevent experience,3,1,1
17767,29054,No relevent experience,3,0,0
17768,14275,No relevent experience,4,1,1
17769,30003,Has relevent experience,12,1,0
17770,15848,Has relevent experience,4,1,0
17771,13847,Has relevent experience,7,5,0
17772,3182,Has relevent experience,3,1,0
17773,17029,Has relevent experience,2,2,0
17775,27958,Has relevent experience,12,4,0
17776,24228,No relevent experience,2,0,0
17777,24547,Has relevent experience,14,4,0
17778,3518,Has relevent experience,20,5,0
17779,18245,Has relevent experience,1,1,0
17780,5245,No relevent experience,4,1,0
17781,32166,Has relevent experience,20,1,0
17782,1260,No relevent experience,5,4,0
17783,17771,Has relevent experience,10,1,1
17784,3703,No relevent experience,20,3,0
17785,25357,Has relevent experience,0,5,0
17786,14949,Has relevent experience,7,1,0
17787,18014,No relevent experience,0,0,0
17788,4631,Has relevent experience,9,2,0
17789,10488,Has relevent experience,0,1,1
17790,22040,Has relevent experience,14,1,0
17791,9313,Has relevent experience,4,4,0
17793,24209,No relevent experience,2,1,0
17794,29209,Has relevent experience,7,2,0
17795,31396,Has relevent experience,15,1,0
17796,13936,Has relevent experience,20,5,0
17797,3575,No relevent experience,3,2,0
17798,29317,Has relevent experience,4,1,1
17799,22565,Has relevent experience,16,2,0
17801,19488,Has relevent experience,8,1,0
17802,5595,No relevent experience,8,5,0
17803,11634,Has relevent experience,4,1,0
17804,4849,No relevent experience,8,1,1
17805,8121,Has relevent experience,6,2,0
17806,29551,Has relevent experience,20,5,0
17807,1602,No relevent experience,4,1,1
17808,31107,Has relevent experience,20,5,1
17809,12088,Has relevent experience,11,1,0
17810,30050,No relevent experience,20,5,0
